Breed,Color,Sex,RaiserState,GoodAppetite,FoodType,ExerciseType,GeneralComments,dog_SubStatusCode
Labrador Retriever,Yellow,M,CT,Yes,Iams Lamb and Rice,Walks/Play @ tennis courts,,1
Labrador Retriever,Yellow,M,CT,Yes,Iams Lamb and Rice,Walks/Play @ tennis courts,,1
Labrador Retriever,Yellow,M,CT,Yes,Iams Puppy,daily walks/training with periodic puppy play dates,,1
Labrador Retriever,Yellow,M,CT,Yes,Iams Puppy,daily walks/training with periodic puppy play dates,,1
Labrador Retriever,Yellow,M,CT,Yes,Iams Puppy,daily walks/training with periodic puppy play dates,,1
Labrador Retriever,Yellow,M,CT,Yes,Iam's Rice & Lamb,Walks/running,"Pancho is distracted by other dogs.  Attempt to add distance between dogs but must manage to move him.  He has for the past two months he sleeps on the floor in my bedroom and only once did he jump up on a bed to sniff my pet Brodie.  He was probably on the bed for 2 seconds and immediately got off.  As I mentioned above, I think he has begun marking but only twice has he lift his leg for a brief second or two.  He has never jumped on the counter; however, he will occasionally sniff at the dining room table or kitchen countertop.  I place food on a plate - place on floor and he will come when call and not go to the food or other items placed on the floor.  This is an improvement from his last W&T :)",1
Labrador Retriever,Yellow,M,CT,Yes,Iam's Rice & Lamb,Walks/running,"Pancho is distracted by other dogs.  Attempt to add distance between dogs but must manage to move him.  He has for the past two months he sleeps on the floor in my bedroom and only once did he jump up on a bed to sniff my pet Brodie.  He was probably on the bed for 2 seconds and immediately got off.  As I mentioned above, I think he has begun marking but only twice has he lift his leg for a brief second or two.  He has never jumped on the counter; however, he will occasionally sniff at the dining room table or kitchen countertop.  I place food on a plate - place on floor and he will come when call and not go to the food or other items placed on the floor.  This is an improvement from his last W&T :)",1
Labrador Retriever,Yellow,M,CT,Yes,Iam's Rice & Lamb,Walks/running,"Pancho is distracted by other dogs.  Attempt to add distance between dogs but must manage to move him.  He has for the past two months he sleeps on the floor in my bedroom and only once did he jump up on a bed to sniff my pet Brodie.  He was probably on the bed for 2 seconds and immediately got off.  As I mentioned above, I think he has begun marking but only twice has he lift his leg for a brief second or two.  He has never jumped on the counter; however, he will occasionally sniff at the dining room table or kitchen countertop.  I place food on a plate - place on floor and he will come when call and not go to the food or other items placed on the floor.  This is an improvement from his last W&T :)",1
Labrador Retriever,Yellow,M,NY,Yes,Iams Large Breed Adult,"walking, play with family dog",,1
Labrador Retriever,Yellow,M,NY,Yes,Iams Large Breed Adult,"walking, play with family dog",,1
Labrador Retriever,Yellow,F,OH,Yes,Iam's,walks and fetching,,1
Labrador Retriever,Yellow,F,OH,Yes,Iam's,walks and fetching,,1
Labrador Retriever,Yellow,F,OH,Yes,Iam's,walks and fetching,,1
Labrador Retriever,Yellow,F,OH,Yes,Iams puppy,"walks, running in yard, playing with dog",,1
Labrador Retriever,Yellow,F,OH,Yes,Iams puppy,"walks, running in yard, playing with dog",,1
Labrador Retriever,Yellow,F,OH,Yes,Iams puppy,"walks, running in yard, playing with dog",,1
Labrador Retriever,Yellow,F,OH,Yes,Iams,"walks, plays catch with ball/frisbee",Peaches is a very devoted and loving dog.  She is also very impulsive.  We are working on the impulsive behaviors. ,1
Labrador Retriever,Yellow,F,OH,Yes,Iams,"walks, plays catch with ball/frisbee",Peaches is a very devoted and loving dog.  She is also very impulsive.  We are working on the impulsive behaviors. ,1
Labrador Retriever,Yellow,F,OH,Yes,Iams,"walks, plays catch with ball/frisbee",Peaches is a very devoted and loving dog.  She is also very impulsive.  We are working on the impulsive behaviors. ,1
Labrador Retriever,Yellow,F,OH,Yes,Iams,"walks, playing catch with ball/frisbee",Peaches is a very devoted and loving dog.  She is also very impulsive.  We need to work on the impulse behaviors.  ,1
Labrador Retriever,Yellow,F,OH,Yes,Iams,"walks, playing catch with ball/frisbee",Peaches is a very devoted and loving dog.  She is also very impulsive.  We need to work on the impulse behaviors.  ,1
Labrador Retriever,Yellow,F,OH,Yes,Iams,"walks, playing catch with ball/frisbee",Peaches is a very devoted and loving dog.  She is also very impulsive.  We need to work on the impulse behaviors.  ,1
Labrador Retriever,Yellow,F,NY,Yes,Purina One,"walks 1-3miles a 3x a week, runs in field daily",,1
Labrador Retriever,Yellow,F,NY,Yes,Purina One,"walks 1-3miles a 3x a week, runs in field daily",,1
Labrador Retriever,Yellow,F,NY,Yes,Purina One,"walks 1-3miles a 3x a week, runs in field daily",,1
Labrador Retriever,Yellow,F,NY,Yes,purina one,"play in fenced yard, walking in field and neighborhood",great dog! can't imagine a more well behaved dog. We think Opera rocks!,1
Labrador Retriever,Yellow,F,NY,Yes,purina one,"play in fenced yard, walking in field and neighborhood",great dog! can't imagine a more well behaved dog. We think Opera rocks!,1
Labrador Retriever,Yellow,F,NY,Yes,purina one,"play in fenced yard, walking in field and neighborhood",great dog! can't imagine a more well behaved dog. We think Opera rocks!,1
Labrador Retriever,Yellow,M,OH,No,IAM's,Typical day walking and playing fetch in house and back yard,,1
Labrador Retriever,Yellow,M,OH,No,IAM's,Typical day walking and playing fetch in house and back yard,,1
Labrador Retriever,Yellow,M,OH,Yes,Iams,"Walks, Play groups, fetch",Still shows fear around stairs much better with close stairs open back stairs more fearfull. Heights seem to be a fear as well. Very dog distracted but getting much better,1
Labrador Retriever,Yellow,M,OH,Yes,Iams,"Walks, Play groups, fetch",Still shows fear around stairs much better with close stairs open back stairs more fearfull. Heights seem to be a fear as well. Very dog distracted but getting much better,1
Labrador Retriever,Yellow,M,OH,Yes,IAM's,"walking, fetch, play dates",,1
Labrador Retriever,Yellow,M,OH,Yes,IAM's,"walking, fetch, play dates",,1
Labrador Retriever,Yellow,M,NY,Yes,Taste of the Wild High Prairie,"Walks, runs and trail rides",,0
Labrador Retriever,Yellow,M,NY,Yes,Taste of the Wild High Prairie,"Walks, runs and trail rides",,0
Labrador Retriever,Yellow,M,NY,Yes,Taste of the Wild High Prairie,"Walks, runs and trail rides","He is good, I think pretty much on track for who he is....still room for improvement but there always is!",0
Labrador Retriever,Yellow,M,NY,Yes,Taste of the Wild High Prairie,"Walks, runs and trail rides","He is good, I think pretty much on track for who he is....still room for improvement but there always is!",0
Labrador Retriever,Yellow,M,NY,Yes,Iams Puppy,"Walking, Fetch, Swimming",,0
Labrador Retriever,Yellow,M,NY,Yes,Iams Puppy,"Walking, Fetch, Swimming",,0
Labrador Retriever,Yellow,M,NY,Yes,Iams,"Walking, fetch, playing",,0
Labrador Retriever,Yellow,M,NY,Yes,Iams,"Walking, fetch, playing",,0
Labrador Retriever,Yellow,F,OH,Yes,Iams Lamb and Rice,"walking, running, playing with other dogs, fetch, tug",,0
Labrador Retriever,Yellow,F,OH,Yes,Iams Lamb and Rice,"walking, running, playing with other dogs, fetch, tug",,0
Labrador Retriever,Yellow,F,OH,Yes,Iams puppy,"walking, playing, running, playing with other dogs",,0
Labrador Retriever,Yellow,F,OH,Yes,Iams puppy,"walking, playing, running, playing with other dogs",,0
Labrador Retriever,Yellow,F,OH,Yes,Iams Lamb and Rice,"walking, outings, playing with other dogs, fetch and tug of war",,0
Labrador Retriever,Yellow,F,OH,Yes,Iams Lamb and Rice,"walking, outings, playing with other dogs, fetch and tug of war",,0
Labrador Retriever,Yellow,F,VA,Yes,IAMS Lamb and Rice,Running and playing fetch with her toys,,1
Labrador Retriever,Yellow,F,VA,Yes,IAMS Lamb and Rice,Running and playing fetch with her toys,,1
Labrador Retriever,Yellow,F,VA,Yes,IAMS Lamb and Rice,Running and playing fetch with her toys,,1
Labrador Retriever,Yellow,F,VA,Yes,IAMS Lamb and Rice,Running and playing fetch with her toys,,1
Labrador Retriever,Yellow,F,VA,Yes,IAMS Lamb and Rice,Running and playing fetch with her toys,,1
Labrador Retriever,Yellow,F,VA,Yes,IAMS,"walks, fetch",,1
Labrador Retriever,Yellow,F,VA,Yes,IAMS,"walks, fetch",,1
Labrador Retriever,Yellow,F,VA,Yes,IAMS,"walks, fetch",,1
Labrador Retriever,Yellow,F,VA,Yes,IAMS,"walks, fetch",,1
Labrador Retriever,Yellow,F,VA,Yes,IAMS,"walks, fetch",,1
Labrador Retriever,Yellow,F,VA,Yes,IAMS Lamb and Rice,"running around in the back yard, and ""fetch""","Oasis is quite good with her basic commands in situations with mild-moderate distractions. She can get use to being in a place with a crowd of people quickly, but has a much harder time getting in the think and learn zone when there is even just one dog around or sometimes children.",1
Labrador Retriever,Yellow,F,VA,Yes,IAMS Lamb and Rice,"running around in the back yard, and ""fetch""","Oasis is quite good with her basic commands in situations with mild-moderate distractions. She can get use to being in a place with a crowd of people quickly, but has a much harder time getting in the think and learn zone when there is even just one dog around or sometimes children.",1
Labrador Retriever,Yellow,F,VA,Yes,IAMS Lamb and Rice,"running around in the back yard, and ""fetch""","Oasis is quite good with her basic commands in situations with mild-moderate distractions. She can get use to being in a place with a crowd of people quickly, but has a much harder time getting in the think and learn zone when there is even just one dog around or sometimes children.",1
Labrador Retriever,Yellow,F,VA,Yes,IAMS Lamb and Rice,"running around in the back yard, and ""fetch""","Oasis is quite good with her basic commands in situations with mild-moderate distractions. She can get use to being in a place with a crowd of people quickly, but has a much harder time getting in the think and learn zone when there is even just one dog around or sometimes children.",1
Labrador Retriever,Yellow,F,VA,Yes,IAMS Lamb and Rice,"running around in the back yard, and ""fetch""","Oasis is quite good with her basic commands in situations with mild-moderate distractions. She can get use to being in a place with a crowd of people quickly, but has a much harder time getting in the think and learn zone when there is even just one dog around or sometimes children.",1
Labrador Retriever,Yellow,F,MA,Yes,Iams,Walk,,1
Labrador Retriever,Yellow,F,MA,Yes,Iams,Walk,,1
Labrador Retriever,Yellow,F,NY,Yes,Iams,"walking, playing in enclosed yard",,0
